title,developer,url,group,monthlyUsers,totalUsers,rating,reviews,description
Tesco Scraper,Happy Endpoint,https://apify.com/happyendpoint/tesco-scraper?fpr=youssef,us-retailers,6,33,5.0,1,"Real-time Tesco UK & Ireland Data. Scrape product details, live pricing, search results, and category listings without blocking. No proxies needed. Supports smart data flattening for Excel/CSV. Powered by HappyEndpoint"
"Sephora Product Catalog Scraper - Brands, Categories & Filters",SIÁN OÜ,https://apify.com/sian.agency/best-sephora-product-catalog-extractor?fpr=youssef,us-retailers,6,33,,0,"Sephora catalog scraper for sephora.com. Pull products by brand, category or keyword; filter by price and rating, sort by best sellers or new arrivals. Returns product and SKU ID, brand, price, sale data, rating, review count, bestseller, new and exclusive flags, image and URL"
"Wine-Searcher Scraper - Wine Prices, Scores, Offers & LWIN",Abot API,https://apify.com/abotapi/wine-searcher-scraper?fpr=youssef,reviews,6,32,,0,"Look up wines on wine-searcher.com by name, URL, or LWIN code. Returns 30+ fields, including critic scores, prices, grape, region, appellation, producer, label image, user ratings, food pairing, live offer counts, cheapest merchant offer, and optional critic review breakdown"
Google Maps Email Extractor - Local Business Emails,IntelScrape,https://apify.com/intelscrape/google-maps-email-extractor?fpr=youssef,other-ecommerce,6,29,,0,Local business email leads from Google Maps. Soft CTA to contact-info deep crawl / no-website leads / Skip Trace
Cars & Bids Scraper,ParseForge,https://apify.com/parseforge/carsandbids-scraper?fpr=youssef,other-ecommerce,6,29,,0,"Scrapes vehicle auction listings from Cars & Bids. Collects active and past auctions with full specs, final sale prices, optional bid history, and photo galleries. Returns each listing as a flat row"
Kleinanzeigen.de Scraper,Shahid Irfan,https://apify.com/shahidirfan/kleinanzeigen-de-scraper?fpr=youssef,global-marketplaces,6,26,5,4,"Extract classified listings from Kleinanzeigen.de with ease. Scrape product details, prices, seller info, and images from German marketplace. Automate data collection from thousands of ads. Perfect for market analysis, price monitoring, and competitive research"
Chemist Warehouse Product Scraper,ParseForge,https://apify.com/parseforge/chemist-warehouse-scraper?fpr=youssef,other-ecommerce,6,22,,0,"Scrapes Chemist Warehouse Australia product listings by keyword, category, or brand. Returns each product as a flat row with price, stock status, and full details"
Yiwugo Listings Scraper,FalconScrape,https://apify.com/piotrv1001/yiwugo-listings-scraper?fpr=youssef,ads-and-trends,6,19,,0,"The Yiwugo Listings Scraper extracts products and supplier profiles from yiwugo.com (Yiwu Small-Commodity City) - capturing titles, prices, sales counts, supplier mobile/WeChat/email, factory addresses, and physical booth coordinates - ideal for B2B wholesale sourcing and dropshipping"
"Agoda Flights Scraper - Fares, OTA Offers & Price API",SIÁN OÜ,https://apify.com/sian.agency/agoda-flight-scraper?fpr=youssef,price-comparison,6,16,,0,"Scrape Agoda Flights fares by route and date. One-way and round-trip itineraries with airlines, flight numbers, segments, durations, stops and 14+ OTA booking offers per flight (provider prices, booking URLs, baggage rules). Flight price tracker and airfare data API for fare monitoring"
Google Trends Scraper API: Real-Time & Historical Search Trends,ScraperPro,https://apify.com/scraperpro/google-trends-scraper-api?fpr=youssef,ads-and-trends,6,13,5,1,"Extract real-time Google search trends, historical keyword interest, regional demand, and related queries without rate limits. Fast, proxy-rotated, and pay per event"
Currys Product Scraper,SIÁN OÜ,https://apify.com/sian.agency/currys-product-scraper?fpr=youssef,reviews,6,13,,0,"Scrape Currys products - price, was-price, ratings, images, specs & finance. Keyword or category search, full detail enrichment, clean JSON/CSV, no code (UK · GBP)"
Vivino MCP Server: AI wine pairing and ratings,MrBridge,https://apify.com/mrbridge/vivino-mcp-server?fpr=youssef,reviews,6,11,5,1,"Connect AI assistants to Vivino wine data via MCP. Search wines, explore by rating, price and style, fetch full details and get wine pairing suggestions for a meal, a budget or an occasion. Works with Claude Desktop, ChatGPT and any MCP-compatible client. By MrBridge (mr-bridge.com)"
Bic Camera Product Scraper,SIÁN OÜ,https://apify.com/sian.agency/bic-camera-product-scraper?fpr=youssef,reviews,6,10,,0,"Scrape Bic Camera (biccamera.com) products - JPY price, reward points, ratings, images, specs & stock. Keyword search, full detail enrichment, clean JSON/CSV, no code"
EAN/GTIN Image extractor - Extract multiple images from any EAN,SR,https://apify.com/s-r/ean-product-image-search---extract-images-from-any-ean-gtin?fpr=youssef,other-ecommerce,5,308,5,1,"This image extractor searches for products using EAN codes across multiple e-commerce platforms, downloads product images, and exports comprehensive product data with stored images"
Farfetch Scraper,Richard Feng,https://apify.com/autofacts/farfetch?fpr=youssef,global-marketplaces,5,289,5,1,"Scrape Farfetch luxury fashion: current and sale prices, designer, sizes, colours, stock status, images and every variant. Works on category, brand and product URLs, in the locale and currency of the URL you pass. Optional size-and-fit detail and recommended products. Pay per product saved"
Glovo Scraper,António,https://apify.com/antonionduarte/glovo-scraper?fpr=youssef,other-ecommerce,5,200,,0,"A Glovo scraper that extracts comprehensive restaurant data and category listings. Designed for seamless automation with retry mechanisms, rate limiting, and structured JSON outputs. Ideal for market analysis, competitive research, and operational optimization"
TikTok Shop Affiliate Scraper - Creators & Sales,George Kioko,https://apify.com/george.the.developer/tiktok-shop-affiliate-sales-scraper?fpr=youssef,chinese-marketplaces,5,160,1,1,"Find which creators are promoting any TikTok Shop product. Verified affiliate data with creator names, follower counts, and sales intelligence. Used by agencies and sellers for competitor research"
Zara Product Scraper,EasyApi,https://apify.com/easyapi/zara-product-scraper?fpr=youssef,shopify-stores,5,159,,0,"Powerful Zara product scraper that extracts detailed product information including prices, variants, images, and availability from Zara's online store. Perfect for e-commerce analytics, price monitoring, and market research"
Coches.net Scraper,Gen First,https://apify.com/ivanvs/coches-net-scraper?fpr=youssef,other-ecommerce,5,125,2.6,2,"Extract data from coches.com for data on thousands of car listings. Scrape car listings, extract descriptions, images, prices, mileage, contact number, addresses, names, engine information, the transmission of the car, and all other listing details"
Gumtree.com Listing Scraper,Alam,https://apify.com/sync-network/gumtree-com-listing-scraper?fpr=youssef,global-marketplaces,5,119,,0,"Efficiently scrape and collect classified listings from Gumtree with customizable search filters, price ranges, and date options. Ideal for market research, price tracking, and data collection"
Facebook Marketplace Scraper,Sachin Kumar Yadav,https://apify.com/igview-owner/facebook-marketplace-data-scraper?fpr=youssef,global-marketplaces,5,90,1,1,"Search Facebook Marketplace by keyword and location. Extract listings with price, images, city/state, and delivery types. Clean JSON output for analytics"
AJIO Product Scraper,EasyApi,https://apify.com/easyapi/ajio-product-scraper?fpr=youssef,price-comparison,5,81,5.0,1,"Extract detailed product information from AJIO's fashion marketplace. Get comprehensive data including prices, discounts, images, and categories. Perfect for price monitoring, market research, and competitive analysis in India's e-commerce fashion sector"
1688 Wholesale Scraper - Tier Pricing · MOQ · Supplier Data,SIÁN OÜ,https://apify.com/sian.agency/alibaba-1688-wholesale-scraper?fpr=youssef,chinese-marketplaces,5,80,,0,"Scrape 1688.com B2B wholesale into clean datasets. Keyword product search plus sourcing-grade detail: quantity-break tier pricing, MOQ, supplier company & location, SKU attributes, image galleries and export-platform tags (Amazon, eBay, AliExpress). For sourcing agents & dropshippers"
"Cars.com Scraper - Deals, Specs & Flip Scores",Ben,https://apify.com/benthepythondev/cars-com-scraper?fpr=youssef,reviews,5,79,5,1,"Scrape Cars.com with AI Flip Score (0-100) for arbitrage opportunities. Extract Great Deal/Good Deal ratings, price vs market, VIN, CARFAX data, dealer info & photos. Perfect for car flippers, dealers & market researchers. Only scraper with deal scoring!"
Allegro Listings Scraper,FalconScrape,https://apify.com/piotrv1001/allegro-listings-scraper?fpr=youssef,global-marketplaces,5,66,5,2,"The Allegro Listings Scraper enables quick and efficient data extraction from allegro.pl, allegro.cz, and allegro.sk. It gathers information from listing pages on one of Europe’s leading e-commerce marketplaces, providing valuable insights for market analysis and price monitoring"
Target Product Scraper,ParseForge,https://apify.com/parseforge/target-scraper?fpr=youssef,us-retailers,5,58,5,2,"Scrapes product data from Target.com category and product pages. Returns each product as a flat row with price, rating, and description when details are enabled"
Amazon Price Scraper,"Wilico, Inc",https://apify.com/wilico/amazon-price-scraper?fpr=youssef,amazon,5,57,5,3,"Extract product data from Amazon. Scrapes prices, availability, and product details without using the Amazon API"
Walmart Scraper | Enterprise Grade,Fatih Tahta,https://apify.com/fatihtahta/walmart-scraper?fpr=youssef,us-retailers,5,53,5,1,"Scrape structured product data from Walmart.com including prices, brands, ratings, stock availability and more. Ideal for price tracking, catalog enrichment, or market research. Fast, reliable, and export-ready"
Food Panda Scraper,Shahid Irfan,https://apify.com/shahidirfan/Food-Panda-Scraper?fpr=youssef,reviews,5,47,5.0,5,"Extract restaurant data, menus, pricing, and ratings from FoodPanda instantly. Scrape delivery times, customer reviews, and store information at scale. Perfect for market analysis, competitive intelligence, and food delivery research"
E-commerce Store Data Enricher,Trove Vault,https://apify.com/trovevault/e-commerce-store-data-enricher?fpr=youssef,shopify-stores,5,43,,0,"Takes a list of e-commerce store domains and extracts comprehensive public data from each store, including merchant info, contact details, social media profiles, platform detection, and more"
Ikea Scraper,Happy Endpoint,https://apify.com/happyendpoint/ikea-scraper?fpr=youssef,global-marketplaces,5,42,5,1,"The fastest and most complete Ikea Data API. Access real-time product data, search the full catalog by keyword, get complete product details for many countries"
StubHub Event Scraper,Shahid Irfan,https://apify.com/shahidirfan/stubhub-event-scraper?fpr=youssef,ads-and-trends,5,42,5,4,"Instantly harvest StubHub event data. Extract real-time ticket prices, event details, venues & availability for concerts, sports, theater & live events. Monitor trends, analyze pricing & unlock market opportunities"
Redfin Real Estate Scraper,Crawler Bros,https://apify.com/crawlerbros/redfin-scraper?fpr=youssef,other-ecommerce,5,42,,0,"Extract property listings from Redfin including price, beds, baths, sqft, address, coordinates, photos, listing remarks, and more. Uses Redfin's internal GIS API for reliable structured data"
Alibaba Product Scraper,SASWAVE,https://apify.com/saswave/alibaba-product-scraper?fpr=youssef,chinese-marketplaces,5,42,3.5,4,"Alibaba scraper, collect product listings from a search url. Extract item informations like title, image, price, reviews, ratings and more"
2dehands.be Scraper | All-In-One,Fatih Tahta,https://apify.com/fatihtahta/2dehands-2ememain-scraper-ppe?fpr=youssef,other-ecommerce,5,41,,0,"Scrape Belgium's top marketplaces: 2dehands.be & 2ememain.be scraper. Target any category and extract rich data: prices, locations, seller info, and all product-specific features. Perfect for market research and competitor analysis"
Facebook Marketplace Property Scraper,VividSoftwares,https://apify.com/vivid-softwares/facebook-property-scraper?fpr=youssef,global-marketplaces,5,40,,0,"Scrape Facebook Marketplace property listings fast. Extract detailed rental and sale data including prices, locations, descriptions, seller details, phone numbers, images, and listing URLs. Export to CSV, JSON, Excel, or use via API"
Leboncoin Acheteur API - Messages & Inbox,ClearPath,https://apify.com/clearpath/leboncoin-acheteur?fpr=youssef,global-marketplaces,5,38,,0,"Envoyez des messages aux vendeurs Leboncoin et consultez votre boîte de réception. Batch jusqu’à 10 annonces, 2FA SMS/email, pass 30 jours sans renouvellement automatique"
Otomoto.pl Scraper with Contacts,Fatih Tahta,https://apify.com/fatihtahta/otomoto-pl-scraper?fpr=youssef,other-ecommerce,5,37,,0,"Extract Otomoto.pl vehicle listings across Poland with rich specs, seller contacts, pricing, mileage, media, equipment data, and listing signals. Built for enterprise-grade automotive intelligence, lead enrichment, inventory monitoring, and automated analytics pipelines"
Amazon Product Scraper,Akash Kumar Naik,https://apify.com/akash9078/amazon-product-scraper?fpr=youssef,amazon,5,31,,0,"Amazon scraper that extracts comprehensive product data, including pricing, ratings, images, reviews, and seller offers. Perfect for price monitoring, market research, and competitive analysis"
Carrefour MAF Scraper [] - Groceries (7 Markets),Black Falcon Data,https://apify.com/blackfalcondata/carrefour-maf-scraper?fpr=youssef,us-retailers,5,27,,0,Scrape Carrefour MAF groceries across 7 Majid Al Futtaim markets - UAE · Saudi · Egypt · Qatar & 3 more · live prices in English or Arabic. Incremental mode tracks new and changed products across scheduled runs
Vestiaire Collective Scraper,Shahid Irfan,https://apify.com/shahidirfan/Vestiaire-Collective-Scraper?fpr=youssef,price-comparison,5,27,5,4,"Scrape Vestiaire Collective luxury fashion data effortlessly. Extract product listings, prices, conditions & seller info for price monitoring, market research & business intelligence. Fast, reliable automation"
Reliance Digital Product Scraper,SIÁN OÜ,https://apify.com/sian.agency/reliance-digital-product-scraper?fpr=youssef,reviews,5,24,,0,"Scrape Reliance Digital products - price (INR), MRP, discount, ratings, images & full specifications. Keyword or category search, detail enrichment, clean JSON/CSV, no code"
Kaspi Listings Scraper,FalconScrape,https://apify.com/piotrv1001/kaspi-listings-scraper?fpr=youssef,price-comparison,5,24,,0,"The Kaspi.kz Product Scraper extracts product listings from Kazakhstan's largest marketplace by keyword, category, or URL, capturing prices, ratings, stock, images, full specs, per-seller offers with delivery options, and customer reviews - ideal for price monitoring, repricing, and market research"
Canadian Grocery Price Comparison API,JChaw,https://apify.com/sunny_eternity/canada-grocery-price-comparison?fpr=youssef,price-comparison,5,24,,0,"Compare grocery prices across 16 Canadian chains, Loblaws, Superstore, No Frills, Zehrs, Fortinos, Valu-mart, etc from one input. Get normalized product matches, prices, unit prices, sale flags, store details, product URLs, and CSV/JSON/Excel-ready output for apps, AI agents, and research"
"Finn.no Mobility Scraper - Cars, MC, Boats & More",Black Falcon Data,https://apify.com/blackfalcondata/finn-mobility-scraper?fpr=youssef,other-ecommerce,5,22,,0,"Scrape finn.no/mobility - Norway's largest vehicle marketplace with 100,000+ listings across 6 categories. Collect vehicle specifications, seller details and pricing in structured datasets, with optional enrichment and incremental change tracking for precise market monitoring"
IAAI Salvage Vehicle Auctions Scraper,Crawler Bros,https://apify.com/crawlerbros/iaai-salvage-vehicle-auctions-scraper?fpr=youssef,other-ecommerce,5,21,,0,"Scrape IAAI (Insurance Auto Auctions) salvage and insurance vehicle listings. Search by keyword/VIN/stock #, make/model/year, or browse by damage type, location, and title type - VIN, odometer, damage, sale date, images, and more"
Google Maps No-Website Leads Scraper - Businesses Without Sites,IntelScrape,https://apify.com/intelscrape/website-Leads?fpr=youssef,other-ecommerce,5,20,,0,Find local businesses without a website on Google Maps. Soft CTA to contact-info / Skip Trace / Maps email
"Pinterest Trends & Content Intel - Trends, Top Pins",Seibs.co,https://apify.com/seibs.co/pinterest-trends-intel?fpr=youssef,ads-and-trends,5,18,5,1,"Pinterest trend + content intelligence from logged-out public surfaces: trending keywords with trajectory, top pins per topic (saves/engagement), and board/creator signals. The data the gated Pinterest API hides behind app review + OAuth. For marketers, e-commerce, and content strategists"
Marktplaats Listings Scraper,FalconScrape,https://apify.com/piotrv1001/marktplaats-listings-scraper?fpr=youssef,global-marketplaces,5,15,,0,"The Marktplaats Listings Scraper extracts listings from Marktplaats.nl, capturing titles, prices, descriptions, sellers and verification status, locations, categories, attributes, images and bidding info across every category - ideal for price monitoring, market research, and resale sourcing"
MachineryTrader Search Scraper,PowerAI,https://apify.com/powerai/machinerytrader-search-scraper?fpr=youssef,other-ecommerce,5,14,5,1,"Scrape heavy machinery listings from MachineryTrader.com by providing a search URL, with automatic pagination and comprehensive equipment information extraction"
"Facebook Marketplace Scraper: Cars, Rentals & Deals",ScraperPro,https://apify.com/scraperpro/Facebook-Marketplace-Scraper?fpr=youssef,global-marketplaces,5,12,5,2,"The cheapest, fastest, and most data-rich Facebook Marketplace scraper on Apify. Extracts vehicle inventory, apartment rentals, and items with 40+ fields"
Yodobashi Product Scraper,SIÁN OÜ,https://apify.com/sian.agency/yodobashi-product-scraper?fpr=youssef,reviews,5,11,,0,"Scrape Yodobashi.com products - JPY price, Gold Points, ratings, images, specs & stock. Keyword or category search, full detail enrichment, clean JSON/CSV, no code"
Kakaku Product Scraper,SIÁN OÜ,https://apify.com/sian.agency/kakaku-product-scraper?fpr=youssef,us-retailers,5,9,,0,"Scrape kakaku.com (価格.com) products - lowest price (JPY), per-shop price list, shop count, rank, ratings, reviews, specs & images. Category search, full detail enrichment, clean JSON/CSV, no code"
REI Product Scraper,SIÁN OÜ,https://apify.com/sian.agency/rei-product-scraper?fpr=youssef,reviews,5,9,,0,"Scrape REI products - price, ratings, images, colors, specs & features. Keyword or category search, full detail enrichment, clean JSON/CSV, no code"
Yupoo Images Downloader,Pizani,https://apify.com/pizani/yupoo-images-downloader?fpr=youssef,other-ecommerce,4,831,5,1,"Efficiently download and zip all product images from any Yupoo album. Ideal for suppliers, importers, and e-commerce automation"
Vinted Scraper,Bebity,https://apify.com/bebity/vinted-premium-actor?fpr=youssef,global-marketplaces,4,499,2.9,2,Vinted Data Scraper: Fast & Robust! Items and catalogs User profiles with stats and balances Brands Seamlessly integrate with Apify for unparalleled performance & insights. Elevate your business now! Power of direct API access for ultra-fast data extraction in a flash!
Meesho Reviews Scraper,EasyApi,https://apify.com/easyapi/meesho-reviews-scraper?fpr=youssef,global-marketplaces,4,392,5,4,"Extract detailed product reviews from Meesho.com, including ratings, comments, review images, and author information. Perfect for market research, sentiment analysis, and product feedback monitoring"
Comprehensive Google Maps Reviews Scraper,Blue Orion,https://apify.com/blueorion/fast-google-maps-reviews-scraper?fpr=youssef,reviews,4,368,4.6,14,"Scrape reviews from Google Maps using URLs, FIDs, CIDs, or Place IDs - FREE CREDIT &. Extracts full review details, ratings, images, metadata, and contact info. Perfect for analysis, monitoring, or competitive research"
Home Depot & Lowe's Price Tracker with Penny Detection,Niko W,https://apify.com/pulsewatch/dealwatch-scraper?fpr=youssef,us-retailers,4,352,,0,"Real-time price monitoring for Home Depot and Lowe's. Detects 30-90% off clearance, penny items (.02/.03 →.01), and inventory drops. Multi-ZIP support. Outputs clean JSON with product details, prices, discounts, and stock status"
Etsy Keywords Research Tool,EasyApi,https://apify.com/easyapi/etsy-keywords-research-tool?fpr=youssef,ebay-etsy,4,258,1,1,"Unlock valuable keyword insights from Etsy's search data! Extract suggestions, related terms, and trending searches to optimize your Etsy listings and boost visibility. Perfect for sellers, marketers, and researchers looking to dominate the Etsy marketplace"
AliExpress Product Scraper - Supplier Score & Profit Calculator,Theo Sanz,https://apify.com/sanztheo/my-actor?fpr=youssef,chinese-marketplaces,4,236,,0,"Extract AliExpress products with supplier reliability scores (0-100) and automated profit calculator for dropshipping. Supports Amazon FBA, eBay, Shopify. Includes import tariffs 2025, ROI analysis, multi-region (FR, EN, ES, DE, IT). Playwright stealth anti-detection with session rotation"
Bulk Email Finder Tool - Find Business Emails by Name & Domain,David Bhatt,https://apify.com/davidsharadbhatt/bulk-email-finder-tool---find-business-emails-by-name-domain?fpr=youssef,other-ecommerce,4,236,,0,"Instantly find verified professional email addresses by entering a contact’s first name, last name, and company domain - ideal for sales teams, outreach campaigns, and lead generation"
Lidl Product Scraper,EasyApi,https://apify.com/easyapi/lidl-product-scraper?fpr=youssef,us-retailers,4,146,,0,"Scrape product data from Lidl's online store including prices, images, descriptions, ratings and stock information. Perfect for price monitoring, market research and competitive analysis"
"Global Venture Capital (VC) Investors Database: 50,000+ firms",David Bhatt,https://apify.com/davidsharadbhatt/global-venture-capital-vc-investors-database-50-000-firms?fpr=youssef,other-ecommerce,4,134,,0,"key contacts across major markets (USA, Canada, UK, Germany, France, Australia & Europe) Each record includes: Email (Verified), Phone Numbers, industry preferences, Website, First and Last Name, Title, Person LinkedIn, Company LinkedIn, Full Address, Keywords & Employee Size"
Catawiki Search Scraper,EasyApi,https://apify.com/easyapi/catawiki-search-scraper?fpr=youssef,other-ecommerce,4,123,5,1,"Scrape Catawiki auction search results efficiently. Extract detailed lot information including titles, prices, descriptions and more from any Catawiki search URL. Perfect for auction data analysis and market research"
Just Eat Restaurant Menu Scraper,EasyApi,https://apify.com/easyapi/just-eat-restaurant-menu-scraper?fpr=youssef,price-comparison,4,121,1,1,"Extract detailed menu data from Just Eat restaurant pages including items, prices, variations, deals, and nutritional information. Perfect for food delivery analytics, menu research, and price monitoring"
"Amazon Seller Lookup - Business Name, Address, Phone & Ratings",Jaybird Technologies,https://apify.com/jaybird/amazon-seller-info-scraper?fpr=youssef,amazon,4,108,,0,"Look up Amazon seller business info by Seller ID: name, address, phone, ratings & feedback score, clean JSON"
TheFork Restaurant Intelligence Scrapper,Data Forge,https://apify.com/jdtpnjtp/thefork-restaurant-scraper-advanced?fpr=youssef,reviews,4,99,4.1,2,"Comprehensive restaurant intelligence from TheFork platform. Get detailed venue data, pricing, reviews, ratings, and availability across 11 European countries. Enterprise-grade reliability with 99.9 % success rate"
Alza Scraper,09 try,https://apify.com/appealing_jingle/alza-scraper?fpr=youssef,reviews,4,91,,0,"Scrape product data from alza.sk, alza.cz, alza.hu, alza.at and alza.de. Extracts prices, discounts, availability, ratings, images, and more. Supports pagination, proxy configuration, and exports to JSON, CSV"
Meesho Product Search Scraper,EasyApi,https://apify.com/easyapi/meesho-product-search-scraper?fpr=youssef,global-marketplaces,4,91,5,1,"Scrape product listings from Meesho search results. Extract detailed product information including prices, descriptions, ratings, and more. Perfect for market research and price monitoring"
Mercado Livre Official Store Scraper,Yasmany Grijalba Casanova,https://apify.com/yasmany.casanova/mercadolivre-store-scraper?fpr=youssef,global-marketplaces,4,82,,0,"Extract product data from Mercado Livre Brazil official stores including prices, ratings, seller, brand, badges, FULL status, discounts and shipping details. Supports automatic pagination and your own proxy configuration"
Mercari Search Scraper,scrape anything,https://apify.com/gauzy_penguin/mercari-search-scraper?fpr=youssef,global-marketplaces,4,74,5.0,4,"A robust, production-ready Apify actor for scraping product listings from Mercari.com. This actor extracts comprehensive product data including pricing, conditions, categories, and seller information with enterprise-grade reliability and error handling"
Shopify App Store Scraper | All-In-One,Fatih Tahta,https://apify.com/fatihtahta/shopify-app-store-scraper?fpr=youssef,shopify-stores,4,73,3.1,2,"Captures rich profiles for listed apps on Shopify App Store Marketplace. Get deduped clean results including pricing, ratings, developer info, and highlights and more. Ideal for product research, competitive tracking or partner discovery"
CJDropshipping Product Scraper,EasyApi,https://apify.com/easyapi/cjdropshipping-product-scraper?fpr=youssef,ads-and-trends,4,65,,0,"Scrape detailed product information from CJDropshipping, including variants, pricing, inventory, specifications, and supplier details. Perfect for dropshippers and e-commerce businesses to monitor products and pricing"
Lemon8 Scraper Profile | Posts,TicTech,https://apify.com/tictechid/vanzi-lemon8-scraper?fpr=youssef,other-ecommerce,4,64,5,1,"Scrape Lemon8 profiles effortlessly with this powerful Actor. Get detailed profile metrics, post engagement data, captions, and media URLs for influencer research, competitor analysis, content strategy, and social media intelligence"
Courtyard.io Scraper,devcake,https://apify.com/devcake/courtyard-io-scraper?fpr=youssef,other-ecommerce,4,59,,0,"Extract real-time graded card sales data. Track Pokemon & sports card prices, PSA/BGS/CGC grades, and Fair Market Value estimates"
JD.com Scraper,Automation Lab,https://apify.com/automation-lab/jd-scraper?fpr=youssef,global-marketplaces,4,56,,0,"Scrape JD.com (JD Global) product listings by keyword, category, or product URL. Extract title, images, product metadata, and price/review/seller fields when JD exposes them. Export to JSON, CSV, or Excel"
PriceCharting Prices Scraper,PowerAI,https://apify.com/powerai/pricecharting-pokemon-prices-scraper?fpr=youssef,other-ecommerce,4,52,,0,"Scrape trading card prices from PriceCharting by search URL, with automatic pagination and price data extraction"
"Amazon Scraper - ASINs, Prices & Rankings",Shop Intel,https://apify.com/scrapeio/amazon-scraper?fpr=youssef,amazon,4,52,5.0,4,"Amazon scraper for 23 marketplaces. Extract ASINs, titles, prices, sponsored flags, and search rank. Up to 10,000 products per run. No SP-API. Apify AI, MCP, and Cursor ready"
Kroger Fast Product Scraper,E Commerce,https://apify.com/e-commerce/kroger-fast-product-scraper?fpr=youssef,us-retailers,4,46,5,1,"Scrape grocery product listings from Kroger.com category and search pages, including title, price, brand, upc, images, and inStock status. Export data, run via API, schedule and monitor runs, or integrate with other tools"
E-Commerce Tech Stack Detector,Trove Vault,https://apify.com/trovevault/e-commerce-tech-stack-detector?fpr=youssef,shopify-stores,4,45,,0,"Instantly detect which e-commerce platform any online store is running and which apps and technologies are installed, all from a simple URL input. No API key required"
BestBuy Listings Scraper,FalconScrape,https://apify.com/piotrv1001/bestbuy-listings-scraper?fpr=youssef,us-retailers,4,43,,0,"The BestBuy Listings Scraper extracts product data from BestBuy search and category pages, capturing names, prices, discounts, images, SKUs, reviews, ratings, and product links - ideal for price tracking, market analysis, and competitor research"
Kleinanzeigen.de Scraper with Contacts & Descriptions,Fatih Tahta,https://apify.com/fatihtahta/ebay-kleinanzeigen-scraper?fpr=youssef,ebay-etsy,4,42,5,1,"Scrape Kleinanzeigen.de at scale with clean, structured listings. Capture titles, prices, descriptions, photos, locations and seller details for local offers and services. Ideal for price tracking, lead gen, resale sourcing and market research"
Agoda Hotels Scraper,Shahid Irfan,https://apify.com/shahidirfan/agoda-hotels-scraper?fpr=youssef,reviews,4,40,5.0,5,"Extract real-time hotel data from Agoda including prices, availability, reviews & room details. Perfect for market research, rate monitoring & travel analytics. Get structured data instantly"
Carwale Scraper,Shahid Irfan,https://apify.com/shahidirfan/Carwale-Scraper?fpr=youssef,other-ecommerce,4,38,5.0,3,"Extract detailed vehicle data from Carwale, India's leading automotive portal. Efficiently gather specs, pricing, and listings for new and used cars. Perfect for market research and inventory tracking. For uninterrupted extraction and optimal results, using residential proxies is highly recommended"
TikTok Ads EU - Library Scraper with Demographics,Omar Eldeeb,https://apify.com/constructive_calm/tiktok-ad-library-pro?fpr=youssef,ads-and-trends,4,37,5,1,"Scrape TikTok's EU Ad Library (library.tiktok.com) at scale. Get ads by keyword, advertiser name, or biz ID across 33 DSA regions. Per-region targeting drill-down. Uncapped advertiser deep-drill. Pay per ad scraped, no subs. - 68% cheaper than competitors"
Wolt Restaurant & Menu Scraper,Iiro Rahkonen,https://apify.com/needy_hammock/wolt-restaurant-menu-scraper?fpr=youssef,reviews,4,37,,0,"Scrape restaurant data from Wolt food delivery platform. Extract restaurant details including name, address, rating, menu previews, website, phone, opening hours, and delivery info"
"Allegro Scraper for Prices, Sellers, and Specs",Maxime Dupré,https://apify.com/maximedupre/allegro-scraper?fpr=youssef,global-marketplaces,4,35,,0,"Collect Allegro listing cards from searches, category or listing pages, seller storefronts, and offer URLs. Get current and original prices, discount percent, sellers, images, delivery, condition, and parameters"
"Naver Shopping Scraper - Products, Prices & Reviews",Abot API,https://apify.com/abotapi/naver-brand-store-scraper?fpr=youssef,reviews,4,35,,0,"Scrape Naver Shopping products by Korean or English keyword, or by URL. Returns 190+ fields per product, including prices, discounts, seller, ratings, reviews, category path, brand, shipping, and cross-mall price comparison"
Microsoft Ads Library,Codebyte,https://apify.com/codebyte/microsoft-ads-library?fpr=youssef,ads-and-trends,4,31,1,1,"Scrape ads, advertisers, and ad details from the Microsoft Advertising Transparency Center (Bing Ads Library). Extract competitor ad copy, targeting data, impression stats, and advertiser information across all EU/EEA countries"
Shopify Store Leads Scraper - Owner Emails,IntelScrape,https://apify.com/intelscrape/shopify-owner-email?fpr=youssef,shopify-stores,4,28,,0,Shopify store lead scraper: owner emails & socials. Soft CTA → contact-info / Maps / Skip Trace
Swiggy Restaurant Scraper,Shahid Irfan,https://apify.com/shahidirfan/Swiggy-Restaurant-Scraper?fpr=youssef,reviews,4,26,5,3,"Extract restaurant data from Swiggy including menus, ratings, delivery fees, cuisines, and reviews. Ideal for competitive analysis, market research, and restaurant intelligence across Indian cities"
Farfetch Pricing Scraper,Shahid Irfan,https://apify.com/shahidirfan/Farfetch-Pricing-Scraper?fpr=youssef,global-marketplaces,4,26,5,2,"Unlock real-time luxury fashion insights! Instantly scrape prices, product details, and availability from Farfetch. Perfect for competitor analysis, price monitoring, and trend forecasting. Supercharge your e-commerce strategy with accurate global market data"
Asos Product Scraper,Shahid Irfan,https://apify.com/shahidirfan/Asos-Product-Scraper?fpr=youssef,global-marketplaces,4,25,5,3,"Extract comprehensive product data from ASOS instantly. Scrape prices, images, descriptions, and SKU details from the global fashion retailer. Ideal for price monitoring, competitor analysis, and trend tracking. Residential proxies are highly recommended for seamless scraping"
